
irr,tamb,tmodule,wind,pack
884,40.27,55.79,2.4,45.78
887,40.43,56.11,2.5,45.86
889,40.43,55.79,2.4,45.83
887,40.03,55.22,2.2,45.91
892,40.43,54.81,2.3,45.88
887,41.25,55.38,2.4,45.82
900,40.68,55.22,2.5,46.34
895,40.43,55.06,2.5,46.15
892,40.03,54.41,2.5,46.16
895,40.27,54.65,2.5,46.18
898,39.7,54.41,2.5,46.17
892,39.29,54.0,2.6,46.36
902,39.29,54.25,2.6,46.23
895,39.05,54.81,2.5,46.22
889,39.05,55.22,2.4,45.89
892,39.46,55.63,2.3,46.22
900,39.7,55.63,2.2,46.38
898,39.7,55.79,2.2,46.21
892,39.7,56.11,2.0,45.99
892,40.03,56.52,1.9,46.02
895,40.43,56.68,1.9,45.82
892,41.25,57.5,1.7,45.65
892,40.84,57.25,1.6,45.74
895,41.25,57.5,1.6,45.76
902,41.81,58.31,1.6,46.0
902,42.22,58.47,1.5,46.05
900,42.22,58.47,1.4,45.91
895,42.46,58.47,1.4,45.41
892,42.63,58.47,1.4,45.44
895,42.63,58.06,1.4,45.49
900,42.46,58.06,1.5,45.62
900,42.46,58.47,1.6,45.79
900,42.46,58.71,1.6,45.87
905,42.46,58.71,1.6,45.74
905,42.22,58.06,1.7,45.68
902,42.46,58.47,1.8,45.67
898,43.03,58.71,1.8,45.72
905,43.03,58.88,1.7,45.68
902,42.87,58.71,1.6,45.93
902,43.03,59.28,1.5,45.77
898,43.28,59.44,1.4,45.77
900,43.6,60.09,1.4,45.43
905,44.01,60.42,1.4,45.49
907,43.6,59.69,1.4,45.6
905,43.6,59.44,1.4,45.55
910,43.84,59.44,1.5,45.57
907,43.6,59.44,1.5,45.52
905,43.84,59.28,1.5,45.25
907,43.28,58.71,1.6,45.44
902,43.03,58.88,1.8,45.18
898,43.84,59.28,1.8,44.84
895,43.84,59.44,1.8,45.13
900,44.74,60.09,1.5,45.19
910,45.31,60.26,1.6,45.22
907,45.71,60.42,1.6,45.52
905,45.88,60.66,1.5,45.33
898,46.28,60.83,1.5,44.89
905,45.88,61.07,1.4,45.05
905,46.85,61.48,1.3,44.92
905,46.28,61.64,1.3,45.09
892,47.26,61.64,1.4,44.61
889,47.5,62.05,1.4,44.53
887,47.5,62.05,1.4,44.46
889,48.31,62.05,1.5,44.48
895,48.07,61.64,1.5,44.45
884,47.5,61.64,1.7,44.26
892,46.28,60.42,1.7,44.43
892,45.71,59.69,1.9,44.52
889,44.9,59.04,2.0,44.6
892,43.6,59.04,2.0,44.77
895,43.44,58.31,2.2,44.69
892,43.03,58.47,2.2,44.7
895,43.03,58.47,2.2,44.68
887,42.63,58.06,2.2,44.46
889,42.06,57.5,2.3,44.61
889,41.65,57.66,2.3,44.5
892,42.06,58.31,2.1,44.47
889,42.46,58.31,2.1,44.52
889,42.46,58.06,2.1,44.49
882,42.46,58.47,1.9,44.16
877,42.46,58.71,1.8,43.83
879,42.63,58.88,1.7,43.84
882,42.87,58.88,1.6,43.89
877,42.63,58.71,1.5,43.86
877,43.03,59.28,1.4,43.6
877,43.44,59.28,1.4,43.69
872,44.01,59.44,1.4,43.37
862,44.01,59.28,1.3,42.87
862,44.25,59.28,1.4,42.82
862,44.9,59.44,1.6,42.93
867,44.5,59.28,1.6,43.33
870,45.06,59.44,1.6,43.48
875,44.74,58.71,1.6,43.6
872,45.06,58.88,1.6,43.53
870,45.71,58.71,1.6,43.27
865,44.74,58.71,1.6,43.19
860,45.06,59.04,1.6,42.66
858,45.47,59.28,1.5,42.73
855,45.47,59.44,1.5,42.46
853,44.9,58.88,1.5,42.41
853,45.06,58.06,1.7,42.51
850,44.9,57.9,1.8,42.39
850,44.01,57.9,1.8,42.29
848,44.01,58.31,1.8,42.32
853,44.01,58.47,1.8,42.61
855,43.28,57.9,2.0,42.58
855,43.03,58.06,2.0,42.54
845,42.22,57.25,2.0,42.51
850,41.65,56.68,2.1,42.63
850,41.81,56.52,2.0,42.63
845,41.81,56.93,1.9,42.53
843,41.65,56.52,1.9,42.22
838,41.25,56.11,2.0,42.1
833,40.68,55.79,2.2,41.92
826,40.43,55.79,2.2,41.72
823,40.68,56.11,2.0,41.58
821,40.84,56.52,2.0,41.52
821,41.08,56.93,1.9,41.46
821,41.08,57.09,1.7,41.44
821,41.49,57.25,1.7,41.45
821,41.08,57.09,1.6,41.45
814,40.43,56.28,1.7,41.26
818,40.03,56.11,1.7,41.23
816,39.7,56.11,1.7,41.18
801,40.03,56.28,1.7,40.79
806,39.7,55.38,1.8,40.81
804,39.86,55.63,1.8,40.81
806,39.86,55.79,1.9,40.77
801,40.43,56.11,1.9,40.52
799,40.43,56.68,1.7,40.5
796,40.68,56.93,1.7,40.35
799,40.84,56.68,1.5,40.33
801,40.68,56.28,1.5,40.46
799,41.08,55.63,1.7,40.42
796,41.25,55.79,1.7,40.3
789,41.25,55.79,1.8,40.18
789,40.27,55.38,1.8,40.07
787,40.27,55.38,1.8,39.91
782,40.03,55.22,2.0,39.74
779,40.43,54.81,2.1,39.77
782,39.86,54.65,2.3,39.73
774,40.68,55.06,2.1,39.4
765,40.84,54.81,2.0,38.87
765,40.68,54.65,2.0,39.09
765,40.03,54.0,2.1,39.14
767,39.86,54.0,2.0,39.02
767,39.7,54.41,2.0,38.89
765,39.7,53.84,1.9,38.69
755,39.29,53.43,2.1,38.35
739,38.89,53.43,2.1,37.19
747,38.89,53.43,2.1,37.94
744,39.29,54.0,2.1,37.83
742,39.29,54.0,2.1,37.93
739,39.05,53.84,2.1,37.54
747,39.29,53.84,2.2,38.04
757,40.03,54.41,2.1,38.17
749,40.27,54.65,2.0,38.19
742,40.68,54.81,1.8,37.78
739,40.27,54.25,1.6,37.5
742,40.03,53.59,1.7,37.5
734,40.03,54.0,1.8,37.47
734,39.7,53.84,1.8,37.43
734,39.46,53.59,1.8,37.19
727,39.46,53.43,1.8,36.86
725,39.29,53.43,1.9,36.77
722,38.89,53.43,1.9,36.76
717,38.65,53.03,2.1,36.42
715,38.08,52.21,2.3,36.27
717,38.08,52.21,2.3,36.28
712,37.67,51.81,2.3,35.95
705,37.67,51.24,2.4,35.72
700,38.24,52.05,2.4,35.67
705,38.08,52.05,2.2,35.42
693,38.48,52.05,2.2,35.42
693,38.89,52.46,2.1,34.95
688,39.29,52.62,2.0,34.97
686,39.29,52.46,1.8,34.95
686,38.65,51.48,1.8,34.8
678,39.46,52.05,1.8,34.49
683,39.05,51.81,1.7,34.65
683,38.89,51.24,1.7,34.63
686,38.48,51.08,2.0,34.64
683,38.24,51.24,2.0,34.48
681,38.24,51.08,2.0,34.17
673,39.05,51.24,2.1,34.2
673,38.89,51.24,2.0,34.03
666,39.05,51.65,1.9,33.68
664,39.46,51.81,1.9,33.66
659,40.27,52.05,2.0,33.31
647,39.86,51.48,1.8,32.66
649,39.86,51.48,1.8,32.67
651,40.03,51.65,1.6,33.01
649,40.03,51.48,1.6,32.99
637,39.86,51.24,1.8,32.4
632,39.7,51.08,1.9,32.17
629,39.7,51.08,1.8,32.21
625,39.29,50.67,1.8,31.88
622,39.05,50.43,1.9,31.91
622,39.29,50.67,1.9,31.55
615,39.29,50.43,1.8,31.44
615,39.46,50.1,1.9,31.35
615,39.05,49.45,2.0,31.31
617,39.05,49.05,2.1,31.6
617,38.65,48.64,2.1,31.59
612,38.24,48.31,2.3,31.21
604,38.08,48.31,2.3,31.21
602,37.91,48.31,2.3,31.06
602,38.24,48.64,2.2,31.07
599,37.91,48.48,2.3,30.76
589,38.24,48.64,2.3,30.59
587,38.24,48.88,2.0,30.4
580,38.65,49.29,1.8,30.08
572,38.08,48.48,1.8,29.69
570,37.91,47.91,1.7,29.43
560,37.51,47.5,1.7,29.08
558,37.26,47.26,1.8,28.8
555,37.1,47.26,1.9,28.74
548,37.1,47.09,2.0,28.46
545,37.1,46.69,2.0,28.42
545,36.53,46.12,2.2,28.12
538,36.7,45.88,2.4,28.17
538,37.1,46.28,2.4,28.07
536,37.1,46.53,2.1,28.0
528,37.1,46.28,2.1,27.9
526,37.26,46.53,2.0,27.49
519,37.1,46.53,1.9,27.49
509,37.51,46.28,1.9,27.28
509,37.26,46.12,1.9,27.09
511,36.86,45.47,1.7,27.13
506,36.7,45.31,1.7,27.13
511,36.7,45.06,1.9,27.24
506,36.7,45.06,2.0,27.04
504,36.7,45.31,2.0,27.02
499,36.86,45.47,2.0,26.87
497,36.86,45.71,2.0,26.55
482,37.51,45.47,2.0,26.17
480,37.67,46.12,1.8,26.01
482,37.26,45.71,1.8,25.79
480,37.67,46.12,1.7,25.71
475,37.91,45.88,1.6,25.6
475,37.91,45.71,1.6,25.44
470,37.51,45.06,1.7,25.23
459,37.51,44.9,1.7,25.04
461,37.51,44.9,1.8,25.03
457,37.26,44.9,1.8,24.76
452,37.26,44.9,1.8,24.51
444,37.26,44.9,1.8,24.3
439,37.67,44.9,1.8,24.15
437,37.51,45.06,1.6,23.99
435,37.51,44.9,1.6,23.79
430,37.51,44.74,1.6,23.55
427,37.91,44.01,1.6,23.51
422,37.67,44.01,1.5,23.39
422,37.67,44.25,1.4,23.19
420,37.51,44.01,1.3,23.25
415,37.26,44.25,1.2,22.85
410,37.26,43.6,1.3,22.69
398,37.51,43.84,1.3,22.46
398,37.51,43.84,1.3,22.25
396,37.1,43.44,1.2,22.15
388,36.86,43.03,1.2,22.19
388,36.86,43.28,1.2,21.9
383,36.29,42.46,1.4,21.76
386,36.13,42.22,1.5,21.57
376,36.29,42.22,1.5,21.41
371,36.29,42.06,1.5,21.26
366,36.13,41.81,1.5,20.91
361,35.48,41.49,1.8,20.81
361,35.48,41.49,1.7,20.65
352,35.48,41.49,1.7,20.44
347,35.48,41.25,1.6,20.25
342,35.48,41.25,1.4,19.89
337,35.48,41.25,1.3,19.78
337,35.48,41.49,1.2,19.7
330,35.48,41.08,1.2,19.45
325,35.48,41.08,1.1,19.23
316,35.48,40.68,0.9,19.01
314,35.48,40.68,0.9,18.44
304,35.48,40.68,0.9,18.06
297,35.72,40.43,0.9,17.78
294,35.48,40.27,0.8,17.67
287,35.07,39.46,1.0,17.57
285,35.31,39.46,1.1,17.34
280,34.91,39.29,1.2,17.2
277,34.34,38.89,1.4,16.99
272,34.34,38.65,1.4,16.61
265,34.09,38.08,1.5,16.31
260,33.69,37.67,1.6,15.88
255,33.53,37.67,1.7,15.55
253,33.28,37.26,1.8,15.6
250,33.28,37.1,1.8,15.06
246,33.28,36.86,1.8,15.12
241,33.53,36.86,1.8,14.9
236,33.28,36.86,1.6,14.11
229,33.12,36.7,1.5,13.74
226,33.28,36.7,1.4,13.51
221,33.12,36.53,1.4,13.38
224,32.96,36.13,1.4,13.26
221,32.71,35.88,1.4,13.21
214,32.23,35.48,1.5,13.04
211,32.06,35.31,1.5,12.92
207,32.23,35.07,1.6,12.83
204,32.06,34.91,1.7,12.72
202,31.66,34.5,1.9,12.48
197,31.41,34.34,1.9,12.27
194,31.41,33.93,2.1,12.18
187,31.25,33.69,2.1,12.0
187,31.25,33.53,2.0,11.71
185,31.25,33.28,2.0,11.56
185,31.09,33.12,2.0,11.34
211,20.28,19.47,1.3,11.81
219,20.28,19.88,1.3,12.01
219,20.45,19.88,1.3,12.27
224,20.69,20.04,1.3,12.42
229,20.69,20.28,1.3,12.71
231,20.69,20.45,1.3,12.91
236,20.85,20.69,1.3,13.16
243,20.85,20.85,1.4,13.54
246,21.18,21.34,1.3,13.81
253,21.5,21.91,1.4,13.92
253,21.5,21.91,1.4,14.3
255,21.5,22.31,1.4,14.41
265,21.75,22.88,1.4,14.65
268,21.91,23.13,1.4,14.79
268,22.15,23.53,1.4,15.01
277,22.31,23.94,1.4,15.33
282,22.31,24.1,1.5,15.61
280,22.56,24.51,1.5,15.86
292,22.72,24.67,1.5,16.08
292,22.72,24.91,1.5,16.34
297,22.88,25.08,1.6,16.43
304,23.13,25.73,1.5,16.9
312,23.29,25.89,1.5,16.96
316,23.29,26.13,1.5,17.21
316,23.53,26.46,1.4,17.44
327,23.7,26.86,1.3,17.64
330,23.7,26.86,1.3,17.9
334,23.94,27.27,1.3,18.15
332,24.1,27.92,1.2,18.44
339,24.34,27.92,1.2,18.66
347,24.51,28.25,1.2,18.81
352,24.51,28.25,1.2,19.03
359,24.51,28.65,1.1,19.23
364,24.67,29.06,1.2,19.24
364,24.91,29.3,1.2,19.44
371,25.32,29.46,1.2,19.83
374,25.32,29.71,1.1,20.13
381,25.32,30.03,1.1,20.51
386,25.48,30.28,1.0,20.71
393,25.48,30.44,1.1,20.97
398,26.13,31.09,1.0,21.0
405,26.13,31.25,0.9,21.05
408,26.29,31.41,0.9,21.27
413,26.29,31.82,0.8,21.56
420,26.46,32.23,0.7,21.86
420,26.7,32.23,0.7,22.2
425,27.11,32.96,0.6,22.41
432,27.11,33.12,0.6,22.06
420,27.51,33.53,0.5,21.9
442,27.68,33.69,0.5,22.75
444,27.51,33.93,0.5,23.09
447,27.92,34.5,0.6,23.45
452,28.08,34.34,0.6,23.66
461,28.25,34.75,0.6,23.65
467,28.49,35.07,0.7,23.72
470,28.65,35.31,0.7,24.14
472,29.06,35.72,0.7,24.27
480,29.06,36.13,0.8,24.43
477,29.3,36.29,0.8,24.57
484,29.71,36.7,0.8,24.79
487,29.87,36.7,0.8,25.09
497,30.03,36.86,0.7,25.24
497,30.28,37.26,0.7,25.44
499,30.28,37.26,0.7,25.55
506,30.68,37.91,0.7,25.8
509,30.68,37.91,0.7,25.99
519,30.68,38.08,0.7,26.37
521,30.84,38.24,0.7,26.71
526,30.44,38.24,0.7,26.86
533,30.44,38.65,0.8,26.92
533,30.44,38.65,0.9,27.08
538,30.68,38.89,0.9,27.3
543,31.25,39.46,0.9,27.39
545,31.25,39.7,0.9,27.75
548,31.41,39.86,0.9,27.89
555,31.41,40.03,0.9,28.1
558,31.66,39.86,0.9,28.15
565,31.41,40.43,0.8,28.21
565,31.66,40.43,0.8,28.53
567,32.06,40.84,0.7,28.58
575,32.47,41.08,0.7,29.05
577,32.71,41.25,0.7,29.31
587,32.47,41.49,0.7,29.32
589,32.96,41.49,0.8,29.45
594,33.12,41.49,0.8,29.68
597,33.12,41.81,0.8,29.98
597,33.28,42.06,0.9,30.17
604,33.53,42.46,0.9,30.22
607,33.93,42.87,0.9,30.47
610,34.09,43.03,0.8,30.61
617,34.09,43.28,0.9,30.75
620,34.34,43.28,0.9,31.08
627,34.34,43.44,0.9,31.25
627,34.5,43.84,0.8,31.51
632,34.91,43.84,0.8,31.5
632,34.75,43.84,0.9,31.63
637,35.07,44.01,0.9,31.94
642,35.07,44.5,0.9,31.9
647,35.31,44.9,0.9,32.08
647,35.72,45.06,0.9,32.23
651,35.88,45.31,0.7,32.47
654,35.88,45.71,0.7,32.54
659,35.88,45.88,0.7,32.83
661,36.29,46.12,0.6,33.02
666,36.53,46.28,0.5,33.14
666,36.86,46.85,0.4,33.23
671,36.86,47.09,0.4,33.29
671,37.1,47.09,0.4,33.36
673,37.26,47.66,0.4,33.57
678,37.67,47.91,0.4,33.64
678,38.08,47.91,0.4,33.92
683,37.91,48.07,0.4,33.88
688,38.08,48.07,0.5,34.28
690,38.24,48.48,0.5,34.3
695,37.91,48.07,0.6,34.34
700,37.91,48.07,0.6,34.7
703,37.67,47.91,0.8,34.77
703,37.91,48.07,0.8,34.83
708,37.67,48.31,0.9,35.08
712,37.1,48.31,1.0,35.22
710,37.26,48.31,1.1,35.48
712,37.1,48.31,1.2,35.53
717,37.26,48.48,1.3,35.5
720,37.1,48.64,1.4,35.81
722,37.1,48.88,1.4,35.76
725,37.1,48.88,1.4,35.93
730,36.86,49.05,1.4,36.08
732,36.86,49.29,1.4,36.32
732,37.26,49.29,1.4,36.48
739,38.24,49.86,1.3,36.46
737,38.65,50.1,1.3,36.57
739,39.46,50.43,1.2,36.71
747,40.03,50.83,1.1,37.01
749,40.27,51.08,1.1,36.98
755,40.68,51.24,1.0,37.07
749,40.84,51.65,0.9,37.09
753,41.08,51.81,0.8,37.15
760,41.25,51.81,0.7,37.33
760,41.65,52.21,0.6,37.25
762,41.65,52.05,0.6,37.33
767,41.25,52.05,0.6,37.57
767,41.25,52.46,0.6,37.75
772,41.49,52.62,0.6,38.01
772,41.49,52.62,0.7,38.23
777,41.49,53.03,0.7,38.2
777,41.25,53.03,0.7,38.47
779,41.25,52.86,0.7,38.1
779,41.65,53.27,0.8,38.31
782,41.81,53.27,0.8,38.38
789,42.63,53.43,0.9,38.71
792,42.46,53.59,0.9,38.88
789,42.46,53.27,1.0,38.86
789,41.81,53.27,1.1,38.9
794,42.22,53.59,1.0,38.76
799,42.46,53.84,1.0,39.28
804,42.06,53.84,1.1,39.61
806,42.46,54.25,1.1,39.74
806,42.63,54.65,1.0,39.75
806,42.87,54.65,0.9,39.77
806,42.87,54.81,0.9,39.73
804,42.22,54.81,0.8,39.85
806,42.22,54.65,0.8,39.85
806,42.22,54.81,0.8,39.83
811,41.81,54.65,0.9,39.76
811,41.49,54.81,0.9,39.85
814,41.49,54.81,0.9,39.61
821,41.65,54.81,0.9,40.23
818,41.49,54.65,1.1,40.3
821,41.65,54.81,1.2,40.35
831,42.06,55.06,1.2,40.49
831,41.81,54.81,1.3,40.82
828,42.06,55.06,1.4,40.8
831,42.63,55.38,1.5,40.51
831,42.87,55.38,1.5,40.65
833,42.46,55.06,1.6,40.99
833,42.46,55.22,1.6,40.97
838,42.63,55.63,1.4,41.1
838,42.63,55.38,1.4,41.23
843,42.46,55.38,1.4,41.42
843,42.63,55.63,1.4,41.5
845,42.22,55.63,1.4,41.32
850,43.03,56.11,1.3,41.53
845,43.28,56.28,1.3,41.73
853,43.44,56.28,1.2,41.75
853,43.6,56.28,1.3,41.94
853,43.44,56.28,1.3,41.8
858,43.44,56.11,1.3,42.02
867,43.28,55.79,1.4,42.42
862,43.28,56.11,1.4,42.32
867,43.6,55.79,1.4,42.45
867,43.6,56.28,1.5,42.52
872,44.25,56.68,1.5,42.6
870,43.84,56.68,1.6,42.63
872,43.84,56.68,1.6,42.72
872,44.25,57.25,1.5,42.74
875,44.01,57.25,1.4,42.64
872,44.5,57.66,1.3,42.48
877,45.31,58.06,1.2,42.74
879,45.47,58.31,1.1,42.93
877,45.31,58.06,1.2,43.06
877,45.47,58.31,1.2,42.98
879,45.71,58.47,1.2,42.83
879,46.12,58.71,1.2,42.95
879,46.12,58.71,1.3,43.04
887,46.28,58.71,1.2,43.33
887,45.47,57.9,1.4,43.54
889,44.5,57.5,1.5,43.44
887,43.6,56.93,1.6,43.38
884,43.6,57.66,1.6,43.11
884,43.6,57.9,1.6,43.17
882,43.84,58.47,1.5,43.31
887,44.5,58.88,1.5,43.5
889,45.06,59.04,1.5,43.43
889,45.47,59.28,1.6,43.52
895,45.31,59.28,1.6,43.74
892,45.47,59.28,1.4,43.62
898,44.9,58.88,1.4,43.83
900,45.06,59.04,1.4,43.83
900,45.47,59.28,1.4,43.94
895,45.31,59.28,1.5,43.79
898,45.31,59.28,1.5,43.55
892,46.12,59.44,1.5,43.87
898,46.12,59.44,1.5,43.91
895,45.88,59.28,1.5,43.84
898,45.06,58.88,1.5,43.7
892,45.31,59.04,1.5,43.63
895,45.71,59.85,1.5,43.81
895,46.28,60.26,1.4,43.79
898,46.53,60.42,1.5,43.83
892,47.09,60.83,1.4,43.71
895,47.66,61.07,1.3,43.76
892,47.91,61.07,1.4,43.79
892,48.07,61.07,1.3,43.7
895,48.07,61.48,1.2,43.64
895,48.07,61.48,1.3,43.72
898,48.64,61.48,1.3,43.85
898,48.88,61.48,1.4,43.76
895,48.64,61.48,1.3,43.58
892,48.64,61.64,1.3,43.59
887,48.48,61.64,1.2,43.54
889,48.48,61.88,1.1,43.6
889,49.05,61.88,1.0,43.65
892,49.05,62.05,1.0,43.73
895,48.64,61.88,1.0,43.84
900,48.64,61.88,0.9,43.85
900,48.64,61.48,1.0,43.86
902,48.64,61.23,1.1,44.06
892,48.07,60.66,1.3,43.89
895,47.91,60.66,1.4,43.82
900,47.09,60.66,1.4,43.88
902,46.28,60.09,1.6,44.16
902,45.88,60.26,1.6,44.17
902,44.5,59.04,1.9,44.15
898,43.84,58.47,2.0,44.16
902,44.01,59.04,1.9,43.95
902,44.01,59.69,1.8,44.3
902,44.74,59.69,1.7,44.17
902,44.5,59.44,1.7,44.0
895,44.74,59.44,1.8,43.94
895,44.5,59.69,1.9,43.8
900,44.74,59.69,1.8,43.86
850,45.06,60.09,1.8,43.68
889,45.47,60.66,1.6,43.91
895,46.28,60.26,1.7,43.9
895,46.85,60.66,1.8,44.07
898,47.5,60.66,1.9,44.2
895,47.5,60.66,1.9,43.77
895,48.07,60.42,2.0,44.19
892,48.48,60.42,2.0,44.06
902,48.31,60.42,2.1,44.48
898,48.07,60.66,2.1,44.27
892,48.07,60.83,2.1,43.92
895,48.64,61.07,2.1,44.06
889,47.91,61.23,2.0,43.94
889,47.66,60.83,2.0,43.73
882,49.05,61.23,1.9,43.4
889,48.88,61.07,1.8,43.71
884,48.64,61.23,1.8,43.36
887,49.29,61.48,1.7,43.51
884,49.29,61.23,1.7,43.41
882,49.29,61.48,1.7,43.12
884,48.64,61.07,1.6,43.35
875,49.05,61.48,1.6,42.71
867,49.29,61.88,1.5,42.16
872,49.05,61.88,1.4,42.52
872,49.45,61.88,1.3,42.47
877,48.88,61.23,1.2,42.74
879,48.88,61.48,1.2,42.8
879,49.45,61.88,1.2,42.75
872,48.07,60.66,1.3,42.65
872,46.85,59.69,1.4,42.43
872,46.28,59.28,1.6,42.53
872,45.06,58.71,1.7,42.63
865,45.06,58.71,1.9,42.15
865,44.5,58.47,2.0,42.0
862,44.74,58.88,2.0,42.06
862,45.06,59.04,1.9,41.84
862,45.06,59.69,1.8,42.27
865,44.74,59.69,1.8,40.2
867,44.01,58.71,1.6,42.26
862,44.74,58.88,1.6,42.1
860,44.74,58.88,1.6,41.97
865,45.06,59.04,1.5,42.02
862,45.31,59.44,1.3,42.19
865,45.06,59.44,1.4,42.31
865,45.31,59.69,1.5,42.12
862,45.47,59.85,1.6,42.05
860,45.47,59.85,1.7,41.84
855,44.9,59.28,1.6,41.54
855,44.5,58.71,1.6,41.7
855,44.5,58.47,1.8,41.82
860,44.01,58.31,1.8,42.08
860,43.84,58.31,1.9,42.1
860,43.6,58.47,1.9,42.09
858,43.6,58.31,2.0,41.94
848,44.01,58.47,2.0,41.61
850,44.74,58.88,2.0,41.6
848,44.5,59.04,1.9,41.44
848,44.25,59.44,1.6,41.41
845,45.06,59.85,1.4,41.37
845,44.9,60.09,1.3,41.34
845,45.06,60.42,1.2,41.15
843,45.47,60.66,1.1,40.96
853,45.31,59.85,1.1,41.03
855,44.74,59.44,1.2,41.35
853,44.74,59.44,1.3,41.41
853,44.01,59.28,1.3,41.4
855,44.01,59.28,1.5,41.51
850,44.25,59.69,1.5,41.36
853,44.9,59.69,1.6,41.24
850,44.5,59.69,1.6,41.07
850,44.01,59.44,1.7,41.2
853,44.01,59.28,1.6,41.13
848,44.25,59.28,1.6,41.19
853,44.01,58.71,1.7,41.36
848,44.01,58.71,1.8,41.32
845,44.01,58.88,1.8,41.16
838,44.5,59.04,1.9,40.86
836,44.74,59.28,1.9,40.57
836,44.74,59.28,1.8,40.54
831,44.9,59.69,1.8,40.26
833,45.06,59.69,1.8,40.08
836,44.9,59.28,1.8,40.28
833,45.06,59.28,1.7,40.27
831,45.47,59.28,1.5,40.17
828,45.88,59.44,1.5,40.2
828,45.88,59.85,1.4,40.09
816,46.28,60.26,1.2,39.74
811,46.53,60.09,1.2,39.28
811,46.28,60.26,1.2,39.25
809,47.09,60.42,1.1,39.09
806,46.69,60.09,1.1,39.05
806,45.06,58.88,1.2,39.0
804,44.5,57.9,1.4,39.03
809,43.84,57.9,1.4,39.01
804,42.46,56.93,1.8,39.0
801,42.63,56.93,2.1,38.7
792,42.87,56.93,2.1,38.39
794,42.63,57.25,2.2,38.46
792,42.46,57.09,2.2,38.31
787,41.81,56.68,2.3,38.2
784,41.81,56.93,2.2,38.33
777,41.49,56.28,2.2,37.9
774,40.43,54.81,2.3,37.71
777,40.43,55.06,2.2,37.89
772,40.03,54.41,2.2,37.72
782,40.27,54.65,2.4,38.01
777,40.27,54.41,2.4,37.72
770,39.46,53.59,2.7,37.58
765,39.29,53.27,2.7,37.43
767,38.89,52.86,2.9,37.52
757,39.7,53.27,2.9,37.15
757,39.86,53.59,2.7,36.98
760,39.46,53.27,2.7,37.07
753,39.46,52.86,2.6,36.9
749,39.7,53.03,2.6,36.8
744,39.86,52.86,2.6,36.66
737,40.03,53.27,2.6,36.31
742,40.03,53.84,2.3,36.36
732,39.86,53.43,2.2,35.91
737,39.7,53.43,2.2,36.07
734,39.29,52.46,2.4,35.8
732,39.05,52.62,2.4,35.68
732,38.89,52.21,2.5,35.76
734,38.48,51.81,2.6,35.99
734,38.65,52.21,2.6,36.09
734,38.89,52.21,2.6,36.03
727,39.29,52.62,2.5,35.74
727,39.86,53.03,2.3,35.63
715,39.86,53.27,2.3,35.22
703,39.86,53.43,2.1,34.7
703,39.86,53.27,2.0,34.76
708,40.27,52.86,2.0,34.93
708,40.03,52.62,1.9,35.01
708,40.27,53.27,1.8,34.84
703,40.84,53.84,1.9,34.78
698,41.25,53.84,1.9,34.49
690,41.25,53.84,1.9,34.11
683,41.08,53.59,1.8,33.64
681,41.25,53.59,1.8,33.6
673,41.25,53.43,1.8,33.28
671,41.49,53.84,1.7,33.08
666,41.81,53.84,1.5,32.92
664,41.49,53.03,1.6,32.96
666,41.65,53.03,1.6,32.99
664,41.65,53.03,1.5,33.12
666,41.81,53.43,1.5,33.19
661,41.65,53.03,1.6,33.06
656,41.81,53.27,1.5,32.68
649,42.06,53.43,1.4,32.29
642,42.22,53.59,1.3,31.94
632,41.65,53.43,1.3,31.63
634,41.81,53.03,1.3,31.68
629,41.81,53.27,1.2,31.51
629,41.49,52.62,1.2,31.18
625,41.65,52.62,1.2,31.23
622,41.81,52.62,1.3,31.12
625,41.81,52.62,1.5,31.13
620,42.22,52.62,1.5,30.94
617,42.63,52.86,1.7,31.02
612,42.06,52.46,1.7,30.78
604,41.49,51.65,1.7,30.45
599,41.65,51.65,1.8,30.26
602,41.65,51.08,1.8,30.15
594,40.43,50.43,2.0,30.21
592,40.27,50.1,2.0,30.04
587,40.43,50.26,1.9,29.69
585,40.27,50.26,1.9,29.57
582,39.86,50.26,1.9,29.5
580,39.46,49.86,2.0,29.38
577,39.05,49.45,2.1,29.26
572,38.89,49.05,2.2,29.16
570,38.89,49.29,2.2,28.96
572,38.65,48.88,2.2,28.91
565,39.05,48.64,2.2,28.77
565,39.05,48.64,2.2,28.77
558,39.05,48.48,2.4,28.5
550,39.46,48.64,2.4,28.2
553,39.29,48.88,2.3,28.2
550,39.46,48.88,2.2,28.06
543,39.46,48.88,2.0,27.77
541,39.7,48.88,2.0,27.66
538,39.7,49.05,1.7,27.69
531,39.86,49.05,1.7,27.41
531,40.27,49.29,1.3,27.19
523,39.86,48.48,1.3,27.06
521,40.03,48.64,1.4,26.74
519,40.43,48.48,1.4,26.7
519,40.84,48.64,1.4,26.57
511,41.08,48.48,1.5,26.23
506,41.25,48.64,1.4,26.28
504,41.49,48.88,1.3,26.0
501,41.25,48.88,1.4,25.96
499,41.49,48.88,1.4,25.67
494,41.49,49.05,1.2,25.54
489,40.84,48.64,1.2,25.22
489,40.68,48.48,1.1,25.16
484,40.84,48.48,1.1,24.97
482,40.43,48.31,1.1,24.9
477,40.43,48.31,1.2,24.64
467,40.27,48.31,1.3,24.31
465,40.43,48.48,1.2,23.95
459,40.84,48.31,1.3,23.96
452,40.84,48.31,1.3,23.62
452,40.84,48.31,1.3,23.44
447,41.49,48.31,1.2,23.25
