
irr,tamb,tmodule,wind,pack
749,44.5,58.71,2.6,36.13
749,44.74,58.71,2.7,35.81
734,44.74,58.47,2.6,35.45
732,45.06,58.71,2.5,35.51
734,44.9,58.47,2.5,35.41
737,45.31,58.71,2.5,35.44
732,45.47,59.04,2.4,35.05
732,45.47,59.04,2.4,35.26
720,46.28,59.69,2.3,34.8
720,46.28,59.44,2.3,34.78
720,46.85,59.69,2.3,34.7
717,46.69,59.69,2.2,34.55
710,46.53,59.28,2.3,34.16
708,46.53,59.04,2.2,34.05
705,46.53,58.47,2.3,33.93
708,46.12,58.31,2.4,33.82
703,45.88,58.06,2.5,33.96
698,45.88,57.9,2.5,33.28
695,45.06,57.09,2.7,33.38
688,45.06,57.09,2.7,33.21
686,44.9,57.25,2.7,33.18
688,44.5,57.25,2.7,33.08
683,44.9,57.25,2.6,32.96
681,44.5,56.68,2.6,32.57
678,44.01,56.52,2.6,32.36
669,44.5,56.93,2.5,32.3
669,44.25,56.68,2.3,32.16
666,44.9,56.93,2.3,32.01
659,45.06,57.25,2.2,31.57
656,44.9,56.68,2.2,31.41
661,44.25,56.52,2.3,31.43
644,44.74,56.68,2.1,31.19
647,44.74,56.93,2.0,30.88
642,44.9,56.68,1.9,30.77
634,45.06,57.09,2.0,30.4
637,44.9,56.93,2.0,30.33
632,45.47,57.5,1.8,30.12
627,45.47,57.5,1.8,29.91
625,45.06,56.68,1.7,29.95
625,45.47,57.09,1.6,29.83
627,45.88,56.93,1.7,29.84
617,45.47,56.68,1.7,29.55
612,45.47,56.52,1.8,29.22
604,45.47,56.11,1.8,28.94
599,45.06,56.52,1.8,28.6
597,44.9,56.52,1.8,28.51
597,44.5,55.79,2.0,28.63
597,44.5,55.79,2.0,28.2
589,44.74,56.11,1.9,28.17
582,44.9,56.52,1.8,28.09
582,44.9,56.28,1.7,27.77
580,44.5,55.63,1.7,27.68
577,44.25,55.22,1.7,27.6
570,44.01,55.06,1.9,27.38
567,44.01,54.65,1.9,27.26
570,44.01,54.81,1.9,27.34
565,43.6,54.65,2.0,27.19
560,43.84,54.41,2.0,26.88
560,43.03,54.0,2.3,26.76
553,42.63,53.27,2.4,26.69
548,42.46,53.03,2.4,26.37
545,42.06,52.86,2.4,26.13
541,41.81,53.03,2.3,25.84
533,42.22,53.03,2.3,25.64
526,41.65,52.62,2.4,25.45
521,41.25,52.21,2.4,25.19
521,41.08,51.65,2.6,25.14
514,41.25,51.65,2.5,24.86
506,41.49,52.05,2.3,24.72
509,41.25,52.05,2.2,24.75
509,41.49,52.05,2.2,24.62
499,41.49,51.81,2.2,24.47
499,41.49,52.05,2.1,24.24
492,41.81,52.21,2.0,24.07
489,41.81,52.21,1.7,23.67
484,42.06,52.21,1.7,23.52
477,42.06,52.21,1.6,23.42
477,42.06,52.05,1.6,23.2
467,42.22,51.81,1.5,22.9
461,42.46,51.81,1.5,22.97
465,42.22,51.65,1.4,22.89
457,41.81,51.48,1.6,22.68
459,41.81,51.24,1.7,22.66
452,41.65,51.08,1.7,22.5
447,41.49,50.83,1.7,22.38
447,41.25,50.83,1.7,22.23
442,41.25,50.43,1.9,22.13
437,41.08,50.1,2.1,22.0
435,40.84,50.1,2.2,21.83
430,40.68,49.7,2.3,21.63
425,40.68,49.45,2.4,21.43
417,40.27,49.29,2.5,21.18
410,40.27,49.05,2.5,20.95
408,40.03,48.88,2.5,20.8
403,39.86,48.64,2.5,20.79
398,39.86,48.64,2.5,20.63
391,40.43,48.64,2.2,20.66
393,40.27,48.88,2.1,20.62
391,40.27,48.48,2.1,20.31
381,40.27,48.31,2.0,20.2
381,40.27,48.07,1.9,20.0
378,40.03,48.07,1.9,19.79
369,39.86,47.5,1.9,19.65
371,39.86,47.5,1.9,19.59
366,39.86,47.66,1.9,19.35
359,40.03,47.5,1.9,19.27
356,39.86,46.85,2.0,19.01
349,39.7,46.69,2.0,18.83
347,39.46,46.53,1.9,18.7
342,39.46,46.53,1.9,18.55
339,39.7,46.69,1.9,18.3
332,39.46,46.28,1.8,18.1
327,39.46,46.28,1.7,17.6
327,39.46,46.28,1.7,17.7
320,39.7,45.88,1.7,17.31
320,39.46,45.71,1.7,16.87
314,39.7,45.47,1.7,16.93
307,39.29,45.47,1.8,16.44
307,39.46,45.31,1.7,15.77
299,39.46,45.06,1.7,15.47
297,39.46,45.06,1.6,15.34
287,39.05,44.9,1.7,15.1
282,39.46,44.74,1.6,14.92
282,39.29,44.5,1.6,14.83
277,38.89,44.25,1.7,14.6
272,38.65,43.6,1.7,14.57
272,38.48,43.44,1.7,14.54
265,38.89,43.28,1.7,14.36
265,39.05,43.28,1.7,14.17
260,38.89,43.28,1.6,14.16
255,38.89,43.28,1.6,14.01
253,38.65,42.87,1.6,13.97
248,38.89,42.87,1.6,13.81
250,38.65,42.87,1.6,13.5
243,38.65,43.44,1.4,13.35
238,38.65,43.44,1.4,13.1
236,38.65,43.28,1.4,12.97
280,28.9,31.82,3.0,13.41
282,28.9,32.06,3.0,13.44
292,28.9,32.23,3.0,13.75
290,29.06,32.47,2.9,13.73
290,29.3,32.71,2.9,13.92
299,29.3,32.71,2.9,14.16
299,29.3,32.96,2.8,14.51
307,29.46,33.12,2.8,14.69
309,29.46,33.28,2.7,14.69
314,29.87,33.53,2.6,14.89
314,29.87,33.53,2.7,15.14
322,29.71,33.53,2.8,15.4
325,29.87,33.69,3.0,15.61
330,29.87,33.93,3.0,15.88
334,29.87,33.93,3.0,16.09
342,29.87,34.34,3.0,16.2
349,29.87,34.34,3.0,16.5
352,30.03,34.5,3.0,16.64
352,30.28,34.75,3.0,16.91
356,30.28,35.07,2.9,17.19
361,30.44,35.31,2.8,17.21
371,30.44,35.72,2.6,17.39
369,30.68,35.72,2.6,17.65
378,30.84,36.29,2.4,18.03
381,30.84,36.29,2.3,18.18
386,31.25,36.53,2.2,18.45
391,31.25,36.7,2.2,18.77
396,31.25,36.86,2.3,18.9
398,31.41,37.1,2.3,19.13
405,31.41,37.1,2.3,19.36
410,31.66,37.26,2.3,19.51
415,31.66,37.67,2.3,19.82
417,32.06,37.67,2.3,20.06
422,32.06,38.24,2.4,20.27
430,32.23,38.48,2.4,20.44
432,32.23,38.48,2.4,20.76
439,32.47,38.89,2.3,20.95
442,32.71,39.05,2.2,21.07
447,32.71,38.89,2.3,21.17
449,32.71,39.05,2.5,21.49
449,32.71,38.89,2.5,21.57
459,32.47,38.89,2.7,21.81
461,32.47,39.05,2.7,22.23
467,32.47,39.05,2.9,22.6
475,32.71,39.29,3.0,22.74
477,32.96,39.46,3.0,22.98
482,32.96,39.46,3.1,23.18
487,32.71,39.46,3.2,23.35
492,32.96,39.7,3.2,23.64
499,32.96,40.27,3.2,23.85
501,32.96,40.43,3.2,24.13
509,32.96,40.68,3.2,24.3
511,33.12,40.68,3.2,24.38
519,33.12,41.08,3.2,24.44
519,33.12,41.49,3.3,24.84
526,33.12,41.49,3.3,25.2
523,33.28,41.81,3.2,25.22
531,33.53,41.81,3.2,25.4
533,33.53,41.65,3.2,25.45
538,33.28,41.81,3.2,25.85
543,33.53,41.81,3.2,25.95
545,33.28,41.65,3.3,25.98
550,33.28,41.65,3.4,26.23
553,33.53,41.65,3.4,26.42
558,33.93,42.06,3.4,26.75
560,33.69,42.06,3.5,26.93
565,33.93,42.22,3.6,27.06
565,33.93,42.46,3.4,27.24
570,34.09,42.46,3.5,27.41
575,34.34,43.03,3.4,27.8
582,34.09,42.87,3.4,27.89
580,34.09,43.03,3.3,27.94
589,34.09,43.6,3.3,28.16
594,34.09,43.6,3.3,28.58
599,34.09,43.6,3.3,28.86
602,34.5,44.01,3.2,28.84
604,34.5,44.01,3.3,29.12
607,34.5,44.25,3.2,29.36
615,34.75,44.25,3.3,29.48
461,34.91,44.74,3.3,29.55
501,35.31,45.06,3.0,29.68
629,35.72,45.71,2.8,30.14
632,35.48,45.47,2.8,29.98
634,35.72,45.47,2.8,30.21
632,35.72,45.71,3.0,29.99
634,35.88,45.47,2.9,30.14
634,35.88,45.47,2.8,30.34
644,36.13,46.12,2.8,30.85
649,35.88,46.12,2.8,30.79
649,35.88,46.28,2.8,30.85
654,36.13,46.69,3.0,31.12
656,36.13,46.85,3.0,31.33
654,35.72,46.69,2.9,31.45
669,35.88,47.09,2.8,31.76
669,36.13,47.5,2.9,32.07
676,36.13,47.26,2.9,32.24
676,36.29,47.26,2.9,32.1
673,36.53,47.66,3.0,32.27
681,37.1,48.07,2.9,32.69
676,37.1,48.31,2.9,32.53
688,37.51,48.48,2.8,32.7
695,37.51,48.48,2.7,33.09
690,37.51,48.31,2.7,33.01
695,37.51,48.88,2.7,33.46
698,37.51,48.88,2.5,33.74
708,37.91,49.45,2.5,33.99
710,38.08,49.86,2.5,34.08
712,37.67,49.7,2.5,34.06
720,37.91,49.7,2.7,34.54
715,38.08,50.26,2.7,34.53
722,38.08,50.43,2.5,34.68
730,37.91,50.43,2.5,34.99
732,37.67,50.1,2.6,35.17
737,37.51,49.86,2.8,35.26
732,37.51,50.1,2.8,35.05
737,37.51,50.1,3.0,35.17
739,37.67,50.43,2.9,35.0
739,37.91,50.26,2.9,35.29
747,37.91,50.1,3.2,35.6
749,37.67,49.86,3.4,35.76
760,37.91,49.7,3.4,36.18
760,38.24,50.1,3.2,36.44
762,38.48,51.08,3.0,36.57
767,38.89,51.08,2.8,36.64
772,38.89,51.08,2.9,36.82
777,39.46,51.65,2.8,36.93
777,39.29,51.81,2.8,37.04
777,38.89,51.48,2.8,37.13
784,38.65,51.24,2.8,37.31
787,38.65,51.48,2.7,37.57
792,38.65,51.24,2.9,37.67
794,38.24,51.24,3.1,37.81
794,38.24,51.08,3.2,37.37
799,37.91,50.83,3.3,37.86
801,37.67,50.67,3.4,38.03
806,37.51,50.43,3.7,38.39
804,37.91,51.24,3.5,38.13
801,38.08,51.48,3.4,38.28
811,38.08,51.65,3.4,38.5
814,38.24,51.81,3.3,38.76
816,38.48,52.05,3.3,38.74
818,38.65,52.21,3.1,38.87
818,38.65,52.46,3.1,38.99
828,38.65,52.46,3.0,39.13
833,38.65,52.62,2.8,39.48
836,38.48,52.21,2.9,39.32
828,38.65,52.62,3.0,39.45
836,39.29,53.27,2.9,39.66
840,39.86,53.84,2.9,39.72
838,39.86,54.0,2.8,39.75
848,39.7,53.84,2.9,39.93
850,39.46,53.59,2.9,39.97
850,39.86,53.84,2.9,40.02
855,39.46,53.59,2.8,40.44
858,39.46,53.43,2.8,40.33
853,39.05,53.27,2.9,40.06
858,39.29,53.27,3.1,40.48
853,39.05,53.27,3.2,40.22
862,39.46,53.43,3.3,40.32
853,39.46,53.59,3.3,40.01
855,39.86,54.41,3.1,40.16
875,40.03,54.81,3.0,41.32
877,40.43,54.81,3.0,41.53
879,41.25,55.06,2.9,41.33
877,40.84,54.81,2.8,41.23
879,40.68,54.41,2.8,41.58
887,41.49,55.22,2.9,41.73
889,41.49,56.93,2.9,41.89
879,41.08,57.5,3.0,41.58
887,41.49,58.06,3.0,41.86
887,41.25,58.06,3.1,41.9
889,41.49,58.06,3.1,41.89
895,41.08,57.66,3.0,42.02
895,41.49,57.9,3.0,42.3
900,41.49,57.25,3.0,42.47
898,41.25,57.25,3.0,42.33
898,41.25,56.93,2.9,42.43
902,41.25,56.68,3.0,42.59
900,41.49,57.09,2.9,42.55
905,41.65,57.25,3.0,42.74
912,41.65,56.68,3.0,42.95
912,41.49,56.11,3.2,43.18
915,41.25,56.68,3.2,43.03
912,41.65,57.25,3.2,43.0
920,41.49,56.93,3.1,43.06
924,41.49,56.68,3.1,43.54
932,41.49,56.93,3.1,43.81
932,41.65,57.66,3.2,43.79
929,41.81,57.9,3.1,43.89
932,42.22,58.31,2.9,43.99
937,42.46,58.71,2.7,44.13
939,43.03,59.44,2.7,44.0
944,43.44,59.44,2.6,44.25
942,43.6,60.09,2.6,44.03
927,44.01,60.26,2.3,43.65
939,44.01,60.66,2.3,43.96
937,43.84,60.26,2.2,43.99
942,44.74,60.83,2.2,43.95
942,44.9,61.07,2.3,44.18
942,45.06,61.07,2.3,43.98
944,44.25,59.85,2.4,44.18
944,44.01,59.85,2.6,44.18
942,44.25,60.42,2.5,44.44
944,43.84,60.42,2.6,44.28
946,43.84,60.42,2.6,44.29
942,44.74,61.64,2.3,44.25
949,44.9,61.64,2.4,44.43
949,44.9,61.88,2.3,44.45
954,45.06,61.23,2.4,44.85
956,45.06,61.48,2.3,44.79
946,45.31,61.88,2.0,44.7
951,45.88,62.21,2.1,44.74
956,46.53,63.02,2.0,45.03
961,46.28,62.86,1.8,45.03
959,45.88,62.45,1.8,44.94
961,46.12,62.61,2.0,44.92
959,46.28,63.26,2.1,44.82
956,46.28,63.26,1.9,44.67
951,46.53,63.67,1.9,44.53
954,46.28,63.67,2.0,44.64
956,46.69,63.83,2.0,44.89
961,47.5,64.4,2.0,45.07
963,47.5,64.81,2.0,45.37
961,46.69,63.67,2.0,45.24
959,46.12,63.43,2.1,45.07
966,45.71,63.67,2.2,45.05
956,46.12,63.67,2.2,44.73
956,46.28,63.83,2.2,44.86
946,46.69,64.0,2.2,44.41
949,47.26,64.81,2.3,44.43
954,47.5,64.81,2.3,44.82
956,48.07,65.46,2.2,44.9
954,48.31,65.62,2.2,45.0
959,48.88,66.43,1.9,45.03
959,49.05,66.59,1.7,44.93
959,49.29,66.84,1.7,44.86
956,49.29,66.43,1.7,44.92
956,48.88,66.03,1.7,44.91
956,48.64,66.03,1.7,44.93
956,49.05,66.84,1.6,44.86
956,49.29,66.84,1.6,45.04
959,48.64,66.43,1.7,44.91
951,49.05,66.84,1.8,44.86
956,49.05,66.84,1.8,44.89
961,49.7,66.84,1.9,45.13
963,49.45,65.78,2.0,45.23
961,49.05,65.62,1.9,45.13
959,49.29,66.03,2.0,45.01
956,49.7,66.19,2.1,45.2
951,49.45,66.19,2.2,45.12
946,49.7,66.59,2.0,44.81
959,49.29,66.43,2.0,45.14
956,49.86,66.59,2.0,45.17
959,49.86,66.84,2.0,45.24
959,50.1,66.84,1.9,45.24
963,49.45,66.43,1.9,45.28
963,49.29,66.19,1.9,45.36
963,49.45,66.43,1.9,45.41
959,49.45,66.59,1.9,45.1
951,49.45,66.59,1.8,44.77
949,49.05,66.43,1.9,44.83
949,48.64,66.03,1.9,44.39
937,48.48,65.62,2.2,44.21
939,48.31,65.46,2.2,44.21
942,48.48,65.78,2.1,44.46
937,49.29,66.43,2.0,44.44
939,49.29,66.19,2.0,44.6
944,49.7,66.43,2.1,44.89
954,49.05,65.78,2.3,45.3
956,48.64,65.21,2.3,45.51
949,48.64,65.46,2.3,44.97
949,49.05,65.62,2.1,45.1
949,49.29,66.03,2.0,44.94
946,48.64,65.21,2.1,44.95
949,48.64,64.81,2.4,45.08
951,48.31,63.43,2.6,45.34
949,48.07,62.86,2.8,45.3
951,47.66,63.02,2.8,45.3
946,47.66,63.26,2.8,45.32
949,47.91,63.43,2.8,45.28
946,47.91,63.83,2.8,45.13
946,48.07,64.4,2.9,45.16
946,48.07,64.4,2.9,44.83
942,48.48,64.81,2.7,44.8
942,48.48,65.05,2.4,44.87
942,48.64,65.21,2.2,44.66
946,48.48,65.46,2.1,44.86
946,48.88,65.05,2.1,44.65
939,48.48,65.21,2.0,44.54
929,48.88,65.46,2.0,43.97
932,49.29,65.62,2.0,44.17
939,49.45,65.78,2.1,44.29
937,48.88,65.46,2.0,44.46
944,48.48,64.81,2.1,44.51
942,49.05,64.4,2.2,44.67
939,48.88,64.65,2.3,44.29
929,48.64,65.05,2.2,44.31
934,48.31,63.67,2.4,44.3
934,47.91,63.26,2.4,44.17
924,48.07,63.83,2.5,43.93
924,48.07,63.67,2.5,43.71
924,47.26,63.26,2.6,44.06
929,47.09,62.86,2.6,44.13
932,47.09,63.02,2.6,44.29
932,47.5,64.24,2.4,44.12
934,48.31,65.05,2.4,44.26
937,48.48,65.21,2.3,44.2
934,48.48,65.05,2.1,44.1
942,48.88,65.46,2.0,44.27
937,49.29,65.78,2.0,44.08
924,49.7,66.19,1.9,43.42
917,49.86,65.62,2.0,43.05
917,50.26,65.78,1.9,42.92
915,50.43,65.62,2.0,42.89
915,50.83,65.78,2.0,43.02
915,49.7,65.46,2.0,42.94
915,49.7,65.46,2.0,42.95
912,49.05,65.21,2.0,42.93
910,49.05,65.05,2.2,42.98
920,48.64,64.4,2.2,43.14
915,48.64,64.24,2.3,43.04
898,48.31,63.43,2.3,42.83
910,47.66,62.21,2.8,42.78
905,47.5,62.21,2.9,42.52
905,47.66,62.61,2.9,42.48
900,47.91,63.26,2.8,42.36
902,47.26,62.86,2.8,42.57
900,47.66,63.26,2.9,42.43
892,47.91,63.83,2.7,42.15
889,47.91,63.67,2.7,42.2
892,47.91,63.26,2.6,42.16
892,48.07,63.26,2.4,42.11
887,48.31,63.67,2.4,41.9
879,48.48,64.0,2.4,41.78
879,48.64,64.24,2.5,41.57
877,49.05,64.65,2.4,41.51
877,48.88,64.65,2.3,41.36
875,48.88,64.4,2.3,41.49
875,49.05,64.24,2.1,41.37
882,48.07,63.43,2.1,41.32
872,47.66,62.45,2.2,41.0
870,46.53,61.64,2.3,40.96
867,46.28,61.64,2.4,41.07
865,46.12,62.45,2.4,40.75
865,46.69,62.45,2.4,40.74
867,46.69,62.45,2.5,40.9
867,46.85,62.61,2.5,40.95
870,47.09,62.86,2.6,40.85
865,47.66,63.67,2.5,40.83
865,47.91,63.83,2.0,40.79
862,47.5,63.43,2.0,40.66
860,47.5,63.26,1.9,40.75
865,47.26,63.26,2.0,40.77
858,46.85,63.02,2.0,40.63
855,46.69,62.86,2.1,40.41
855,46.69,62.86,2.0,40.25
848,47.26,63.26,2.1,39.99
845,47.26,63.02,2.2,39.89
845,47.09,62.86,2.2,39.97
843,47.66,63.43,2.2,39.87
838,47.66,63.43,2.2,39.74
840,48.48,63.67,2.0,39.67
838,48.48,63.26,2.0,39.5
836,48.07,62.86,2.0,39.16
836,48.31,63.02,2.0,39.19
831,49.05,63.43,2.2,39.16
831,49.45,63.67,2.2,39.09
823,49.86,63.67,2.1,38.97
823,50.1,63.83,2.1,38.82
823,49.86,63.83,2.1,38.65
821,49.45,63.02,2.3,38.75
818,49.45,63.26,2.2,38.58
814,49.7,63.83,2.0,38.4
809,49.86,64.0,1.9,38.16
811,50.67,64.4,1.8,37.51
804,50.67,64.4,1.7,37.65
792,50.67,64.24,1.7,37.26
784,50.67,64.24,1.6,36.99
779,50.43,63.67,1.6,36.64
774,50.26,63.43,1.6,36.58
772,50.67,64.0,1.5,36.33
772,50.67,63.83,1.6,36.71
774,50.1,62.86,1.7,36.72
777,49.45,62.21,2.0,36.86
777,49.05,62.05,2.1,36.84
774,49.05,61.48,2.3,36.7
772,48.88,61.48,2.3,36.46
765,49.29,61.88,2.4,36.38
757,49.7,62.45,2.3,36.06
760,49.45,62.05,2.3,35.94
753,49.45,62.21,2.2,35.7
749,48.88,62.21,2.1,35.6
747,47.5,61.07,2.0,35.11
742,46.53,60.26,2.0,35.04
742,46.53,59.44,2.1,35.21
737,45.47,59.04,2.1,34.83
732,45.88,59.04,2.2,34.86
732,45.31,58.47,2.3,34.44
720,44.9,58.06,2.6,34.33
725,44.74,58.06,2.8,34.43
722,44.9,58.47,2.8,34.22
722,44.25,58.06,2.8,34.23
720,44.25,57.66,2.8,34.08
715,44.25,57.5,2.8,34.21
712,44.5,57.9,2.7,33.7
715,44.25,58.06,2.6,33.94
700,44.9,58.71,2.4,33.76
700,44.9,58.88,2.4,33.27
705,45.31,58.71,2.1,33.53
705,45.31,58.71,2.0,33.58
703,45.88,58.71,2.0,33.57
700,45.06,58.06,1.9,33.42
705,45.31,58.06,1.9,33.42
700,45.47,58.06,1.9,33.29
695,45.06,57.66,2.0,33.11
688,44.74,57.66,2.0,32.74
688,43.84,57.09,2.3,32.55
688,43.6,56.68,2.3,32.54
681,43.03,55.79,2.7,32.39
678,42.87,56.11,2.8,32.2
676,42.87,56.28,2.7,32.02
664,42.87,56.28,2.6,31.86
666,42.87,55.79,2.7,31.53
659,42.63,55.79,2.8,31.48
656,42.22,55.38,2.8,31.32
656,42.06,55.22,2.8,31.19
651,42.63,55.79,2.5,31.03
649,42.63,56.11,2.5,30.87
647,42.63,55.63,2.5,30.63
644,42.87,55.63,2.6,30.5
642,42.87,55.79,2.5,30.45
634,43.03,55.79,2.4,30.34
629,43.03,55.22,2.5,30.15
632,42.87,55.22,2.5,29.95
627,43.03,55.06,2.5,29.75
622,43.03,55.06,2.5,29.49
615,42.87,54.81,2.4,29.41
610,42.63,54.81,2.4,29.07
610,42.87,54.65,2.5,29.0
602,43.44,54.65,2.7,28.74
594,43.6,55.06,2.7,28.42
592,43.6,55.22,2.4,28.32
592,43.44,55.06,2.3,27.89
589,43.44,54.65,2.1,27.85
585,43.03,54.0,2.2,27.76
582,43.03,54.25,2.3,27.61
580,42.87,54.25,2.2,27.49
577,42.46,53.59,2.2,27.1
570,42.22,53.43,2.2,27.18
565,42.06,53.03,2.3,26.89
560,41.81,52.62,2.5,26.69
560,41.81,53.03,2.5,26.48
555,41.65,53.27,2.6,26.31
555,42.22,53.43,2.6,26.22
548,42.06,53.03,2.5,25.98
536,41.81,52.05,2.6,25.74
533,41.81,51.81,2.6,25.46
531,41.49,51.81,2.6,25.43
531,41.49,52.05,2.5,25.28
526,41.49,51.81,2.4,25.17
519,41.25,51.65,2.4,24.83
514,41.49,51.65,2.4,24.63
514,41.65,51.81,2.3,24.55
509,41.65,51.81,2.3,24.4
509,41.65,51.81,2.3,24.17
504,41.49,51.24,2.2,24.09
504,41.81,51.48,2.2,23.89
499,41.65,51.48,2.1,23.82
494,41.65,51.48,2.1,23.51
492,41.81,51.48,2.1,23.48
489,41.49,51.24,2.1,23.33
484,41.49,51.08,2.2,23.17
480,41.25,50.83,2.2,23.09
467,41.65,51.08,2.0,22.95
477,41.65,51.24,2.0,22.79
472,41.49,50.83,2.0,22.76
465,41.81,50.67,2.0,22.48
465,41.65,50.83,2.0,22.29
457,41.49,50.43,2.0,22.2
452,41.49,50.43,2.0,22.06
454,41.25,50.43,2.0,21.94
449,41.08,50.1,2.2,21.9
442,41.08,49.7,2.2,21.6
437,40.84,49.7,2.4,21.35
435,40.68,49.29,2.4,21.19
430,40.43,49.29,2.4,20.99
430,40.43,49.05,2.5,21.0
422,40.43,48.88,2.5,20.86
420,40.27,48.88,2.6,20.75
415,40.43,48.48,2.5,20.64
410,40.27,48.64,2.4,20.49
408,40.27,48.48,2.3,20.27
403,40.27,48.48,2.3,20.22
400,40.43,48.64,2.1,20.15
393,40.03,48.31,2.1,20.04
388,40.03,47.91,2.1,19.71
383,40.03,47.91,2.1,19.49
381,39.86,47.66,2.1,19.27
376,39.86,47.5,2.2,19.04
369,39.86,47.26,2.2,18.96
366,39.7,47.09,2.2,18.76
361,39.7,46.85,2.3,18.47
354,39.46,46.69,2.4,18.36
354,39.7,46.69,2.4,18.2
349,39.86,46.69,2.3,18.1
352,39.7,46.69,2.2,18.04
342,39.7,46.28,2.2,17.88
337,39.46,45.88,2.2,17.65
337,39.46,46.12,2.2,17.54
330,39.7,45.47,2.2,17.35
330,39.46,45.71,2.2,17.16
322,39.46,45.47,2.2,16.93
320,39.29,45.31,2.2,16.82
314,39.05,45.06,2.2,16.61
309,39.05,44.74,2.3,16.06
302,39.05,44.74,2.2,16.0
299,38.89,44.74,2.3,15.86
299,38.89,44.5,2.2,15.02
297,38.89,44.25,2.2,15.31
290,38.89,44.01,2.2,14.71
282,38.89,43.84,2.1,14.53
285,38.65,43.84,2.1,14.32
277,38.48,43.6,2.1,14.01
272,38.65,43.44,2.1,13.93
270,38.65,43.28,2.1,13.81
260,38.48,43.03,2.0,13.6
260,38.48,43.28,2.1,13.29
253,38.24,42.87,2.1,13.25
250,38.08,42.63,2.2,13.07
243,38.48,42.46,2.1,12.74
238,38.48,42.46,2.0,12.66
233,38.48,42.22,2.0,12.24
231,38.48,42.22,1.9,12.16
229,38.48,42.06,1.9,12.05
221,38.24,41.81,1.8,11.86
221,38.08,41.65,1.8,11.57
219,38.08,41.49,1.8,11.51
216,38.08,41.49,1.7,11.32
214,38.08,41.25,1.7,11.19
238,29.06,31.41,2.0,11.45
250,29.06,31.82,2.0,11.49
250,29.3,31.82,2.1,11.81
253,29.3,32.06,2.1,12.03
258,29.3,32.23,2.1,12.2
263,29.46,32.23,2.3,12.52
272,29.46,32.71,2.4,12.75
275,29.71,32.47,2.4,12.94
272,29.71,32.71,2.6,13.06
280,29.71,32.96,2.7,13.16
287,29.71,33.12,2.8,13.28
287,29.71,32.96,2.8,13.44
290,29.71,33.12,2.9,13.61
297,29.71,33.28,3.0,13.84
294,30.03,33.53,2.9,13.97
299,29.87,33.53,3.0,14.2
307,30.03,33.93,3.0,14.43
309,30.03,33.93,3.0,14.5
314,30.03,34.09,2.9,14.83
320,30.28,34.5,2.8,15.21
325,30.03,34.5,2.7,15.52
332,30.28,34.91,2.7,15.8
337,30.44,35.07,2.7,15.91
344,30.44,35.07,2.8,16.12
349,30.84,35.48,2.7,16.45
352,30.68,35.72,2.7,16.71
361,30.84,35.88,2.7,17.08
366,31.09,36.13,2.7,17.25
369,31.25,36.13,2.7,17.58
374,31.25,36.53,2.7,17.67
378,31.25,36.7,2.6,17.97
386,31.25,36.86,2.7,18.32
391,31.25,36.7,2.8,18.38
391,31.41,36.86,2.8,18.61
396,31.66,37.1,2.9,18.81
400,31.82,37.26,2.8,18.84
403,31.82,37.26,2.9,19.11
408,31.66,37.51,3.1,19.29
413,31.82,37.51,3.1,19.33
413,31.82,37.51,3.3,19.67
420,31.82,37.51,3.2,19.9
422,31.82,37.91,3.2,19.94
425,32.23,38.08,3.2,20.25
427,32.06,38.08,3.2,20.49
435,32.23,38.08,3.3,20.74
439,32.23,38.48,3.3,21.03
444,32.47,38.65,3.3,21.26
449,32.47,39.05,3.1,21.5
454,32.71,39.05,3.1,21.57
459,32.96,39.29,3.0,21.85
465,32.96,39.46,3.0,22.06
467,32.71,39.29,3.1,22.53
475,32.71,39.29,3.1,22.8
480,32.71,39.29,3.2,22.9
477,32.71,39.46,3.2,23.01
487,32.47,39.29,3.5,23.16
487,32.47,39.29,3.5,23.39
494,32.47,39.7,3.6,23.65
501,32.47,39.7,3.7,23.96
501,32.47,39.86,3.7,24.04
506,32.71,40.03,3.6,24.15
504,32.71,40.03,3.7,24.38
516,32.71,40.27,3.7,24.38
514,32.96,40.27,3.7,24.58
519,32.96,40.43,3.7,24.8
523,33.28,41.08,3.4,24.86
526,33.53,41.49,3.4,25.06
526,33.53,41.49,3.4,25.38
533,33.93,42.06,3.3,25.74
538,33.93,42.22,3.2,25.81
541,33.93,42.22,3.0,26.0
545,33.93,42.22,3.0,26.31
555,33.93,42.46,2.9,26.43
553,34.09,42.87,3.0,26.59
555,33.93,42.87,3.0,26.79
558,34.34,43.28,3.0,26.84
563,34.34,42.87,3.1,26.98
570,33.93,42.87,3.1,26.99
570,34.34,43.28,3.2,27.12
570,34.5,43.28,3.2,27.28
575,34.5,43.44,3.1,27.5
580,34.5,43.6,3.1,27.64
582,34.5,43.84,3.1,27.75
589,34.34,43.84,3.1,27.93
594,34.5,43.84,3.2,28.39
597,34.5,44.01,3.2,28.78
599,34.75,44.25,3.1,28.79
602,34.75,44.5,3.1,29.0
607,34.75,44.9,3.1,28.98
612,34.91,45.06,3.1,29.42
612,34.91,45.47,3.0,29.21
615,35.31,46.12,2.8,29.67
625,35.48,46.28,2.6,29.77
627,35.48,46.12,2.6,29.96
632,35.48,46.28,2.6,30.22
637,35.72,46.28,2.6,30.34
642,35.48,46.69,2.7,30.59
644,35.72,46.69,2.7,30.72
644,35.72,46.85,2.7,30.79
649,35.88,47.26,2.8,30.9
